SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,101984724137,0,9486391.419761693,1.1124364438223952E7,241866753,9486391.419761693,1.1124364438223952E7,94863.9774656683,2418670
1,102357443682,0,9245596.079363799,1.0766948828433326E7,236588895,9245596.079363799,1.0766948828433326E7,92455.97318014571,2365890
2,104422700523,0,9094051.38196782,1.0712469041543087E7,237406351,9094051.38196782,1.0712469041543087E7,90940.58903297945,2374067
3,101661917657,0,9415345.51049355,1.1004066058561696E7,239295520,9415345.51049355,1.1004066058561696E7,94153.46963138974,2392957
4,99565857100,0,9006002.721388716,1.0496948141284611E7,224172595,9006002.721388716,1.0496948141284611E7,90060.09587688417,2241728
5,101711165709,0,9444055.9529936,1.1076901642746033E7,240141485,9444055.9529936,1.1076901642746033E7,94440.56441382809,2401416
6,101489558965,0,9286770.083659906,1.088970551253573E7,235627550,9286770.083659906,1.088970551253573E7,92867.70867217619,2356277
7,102214647675,0,9444590.67226345,1.1078636165472515E7,241343877,9444590.67226345,1.1078636165472515E7,94445.97378124365,2413441
8,102412848207,0,9199681.021424832,1.0864560918661049E7,235541384,9199681.021424832,1.0864560918661049E7,91996.8304811229,2355415
9,99953307692,0,8955317.24431009,1.0484695987539902E7,223778395,8955317.24431009,1.0484695987539902E7,89553.2494113664,2237787
