SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,151586839680,0,2489269.786193619,2924757.9186997144,94335135,2489269.786193619,2924757.9186997144,24892.746610444112,943354
1,168100089777,0,2430940.2603062238,2815662.763474893,102160319,2430940.2603062238,2815662.763474893,24309.42951635081,1021605
2,162859384851,0,2544870.056946277,2985651.151304522,103613993,2544870.056946277,2985651.151304522,25448.72046475712,1036142
3,169132486422,0,2464143.872160262,2882407.9700650373,104191695,2464143.872160262,2882407.9700650373,24641.471797820213,1041919
4,167147680747,0,2575185.9557747743,3024354.2734379186,107609090,2575185.9557747743,3024354.2734379186,25751.892391460966,1076093
5,163231113911,0,2645248.1861725645,3120446.059653106,107946702,2645248.1861725645,3120446.059653106,26452.491482179776,1079468
6,164187033752,0,2396413.3769193403,2798936.1717175446,98365001,2396413.3769193403,2798936.1717175446,23964.16227546762,983652
7,160530764383,0,2724299.991225315,3221799.4029341238,109333490,2724299.991225315,3221799.4029341238,27243.064542262116,1093338
8,166281594258,0,2443470.5826165257,2862658.8089340697,101576046,2443470.5826165257,2862658.8089340697,24434.722115373414,1015762
9,169594109589,0,2342341.493833143,2728816.3132307986,99311830,2342341.493833143,2728816.3132307986,23423.46765388246,993121
10,167991951005,0,2457958.881540165,2866477.5600859886,103229327,2457958.881540165,2866477.5600859886,24579.608629736704,1032295
11,164657620616,0,2489845.428752433,2913539.370173386,102493006,2489845.428752433,2913539.370173386,24898.46864340218,1024932
