SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,104019611741,0,9257401.94452626,1.089643978756353E7,240737839,9257401.94452626,1.089643978756353E7,92574.0698805342,2407380
1,108839469043,0,8859484.380790595,1.0408279248870065E7,241065394,8859484.380790595,1.0408279248870065E7,88594.90840061838,2410656
2,110350472767,0,8594439.191959824,1.0040772974759448E7,237100107,8594439.191959824,1.0040772974759448E7,85944.48827443892,2371004
3,99691575835,0,1.0358172065702908E7,1.2352600985881781E7,258155624,1.0358172065702908E7,1.2352600985881781E7,103581.78538045708,2581558
4,105384521658,0,8394078.049438557,9721198.844595745,221151475,8394078.049438557,9721198.844595745,83940.84832549316,2211517
5,106956185192,0,9153440.488201214,1.0798014476759106E7,244754269,9153440.488201214,1.0798014476759106E7,91534.4427339246,2447544
6,102191351741,0,1.0084138025806643E7,1.2059587328286458E7,257627924,1.0084138025806643E7,1.2059587328286458E7,100841.44164389536,2576281
7,109697248214,0,8817244.513856078,1.0305169312986316E7,241806865,8817244.513856078,1.0305169312986316E7,88172.52710825026,2418071
8,109937461102,0,8783833.229549017,1.0271338193207446E7,241418081,8783833.229549017,1.0271338193207446E7,87838.3951976692,2414183
9,110247872924,0,8623091.21061551,1.0079196059730954E7,237669366,8623091.21061551,1.0079196059730954E7,86231.02933930818,2376697
