SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,109783621598,0,8668756.542618353,9663433.640127145,237921872,8668756.542618353,9663433.640127145,86687.6380843508,2379221
1,104715101398,0,9282310.679389406,1.0402399243604913E7,242999526,9282310.679389406,1.0402399243604913E7,92823.19615807064,2429998
2,101967178270,0,9411918.347478265,1.0578173331862578E7,239926689,9411918.347478265,1.0578173331862578E7,94119.25235114948,2399269
3,96476286122,0,1.0615381594446156E7,1.2058750595509235E7,256033148,1.0615381594446156E7,1.2058750595509235E7,106153.83869927896,2560333
4,110082378508,0,8561425.441325366,9476228.284549503,235615519,8561425.441325366,9476228.284549503,85614.313208281,2356157
5,107519965342,0,8931485.542665793,9988451.335498484,240078254,8931485.542665793,9988451.335498484,89314.93556419661,2400785
6,102735677624,0,9506429.88480027,1.0776000911153637E7,244162379,9506429.88480027,1.0776000911153637E7,95064.35890155275,2441626
7,97299910317,0,1.0499049718255661E7,1.1920138009073291E7,255389149,1.0499049718255661E7,1.1920138009073291E7,104990.54223464557,2553893
8,106743459566,0,8884182.467532298,9870389.452609833,237082093,8884182.467532298,9870389.452609833,88841.81620716972,2370822
9,97607755783,0,1.044919949053512E7,1.1887435052975332E7,254980728,1.044919949053512E7,1.1887435052975332E7,104492.09929248382,2549810
10,97454101131,0,1.0450285130956292E7,1.1866045539886262E7,254605786,1.0450285130956292E7,1.1866045539886262E7,104502.9267904015,2546060
11,108905389405,0,8989287.943862341,1.001201003096239E7,244745476,8989287.943862341,1.001201003096239E7,89892.94015266458,2447457
