SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,221173089183,0,381066.25137502543,384525.5967731388,21070400,381066.25137502543,384525.5967731388,3810.6982821903193,210706
1,223379298399,0,359696.7873740967,362665.8604480101,20087204,359696.7873740967,362665.8604480101,3597.001961615643,200874
2,223696505503,0,353336.748923599,356275.3996716753,19760049,353336.748923599,356275.3996716753,3533.393724813792,197602
3,224192009717,0,335934.0954883689,338803.09298819205,18828435,335934.0954883689,338803.09298819205,3359.36999494655,188286
4,222916803173,0,365428.17248631065,368530.85464845895,20365020,365428.17248631065,368530.85464845895,3654.3309330974325,203653
5,224102776102,0,320566.82763850363,323308.86571350985,17959979,320566.82763850363,323308.86571350985,3205.7061956962934,179602
6,219916622890,0,344689.77835257084,347273.6741500194,18950753,344689.77835257084,347273.6741500194,3446.942307263698,189510
7,221760583990,0,358815.63156231656,361966.5253742027,19892791,358815.63156231656,361966.5253742027,3588.1753592646232,198929
8,223126491797,0,323860.4229288186,326428.2769460721,18065460,323860.4229288186,326428.2769460721,3238.6284777700967,180656
9,222020992454,0,360928.3208505732,363866.27771890716,20033416,360928.3208505732,363866.27771890716,3609.3337395746253,200337
10,224697753907,0,327582.2687149118,330134.3830407615,18401750,327582.2687149118,330134.3830407615,3275.848899571847,184019
11,224493899965,0,331788.4896276139,334352.33093791985,18621123,331788.4896276139,334352.33093791985,3317.916097839045,186213
