SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,199517321399,0,1185205.306195461,1267915.104091066,59117247,1185205.306195461,1267915.104091066,11852.095066497763,591175
1,198973204646,0,1186322.3111873686,1267439.270196542,59011588,1186322.3111873686,1267439.270196542,11863.25582286918,590118
2,200112890846,0,1159033.87842461,1236946.50631268,57984405,1159033.87842461,1236946.50631268,11590.370718406053,579846
3,197358644224,0,1246465.4130922775,1337233.3053219216,61500181,1246465.4130922775,1337233.3053219216,12464.68318929582,615004
4,198792269108,0,1189136.1221475534,1273303.148375994,59097767,1189136.1221475534,1273303.148375994,11891.374850555207,590979
5,198826924691,0,1204809.5617446487,1290125.1229532904,59887145,1204809.5617446487,1290125.1229532904,12048.116051464127,598873
6,198364625419,0,1246587.326130755,1334802.28938013,61819707,1246587.326130755,1334802.28938013,12465.899447723725,618199
7,199571344844,0,1188867.5309847882,1271017.26224627,59315973,1188867.5309847882,1271017.26224627,11888.709329118548,593162
8,199403957609,0,1190015.959790007,1273584.395236792,59323473,1190015.959790007,1273584.395236792,11900.191875957396,593237
9,195872080960,0,1291083.562090931,1385030.4405207108,63221806,1291083.562090931,1385030.4405207108,12910.879302795835,632221
10,199071568792,0,1190930.5052381114,1277045.2097981651,59270101,1190930.5052381114,1277045.2097981651,11909.335768809146,592703
11,198355995209,0,1247738.2785391624,1339977.165576067,61874092,1247738.2785391624,1339977.165576067,12477.433612744962,618744
