SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,115160718878,0,7630852.087081567,8636542.646814331,219693603,7630852.087081567,8636542.646814331,76308.56143148699,2196938
1,101024032036,0,9428576.515938021,1.0916859802888984E7,238128204,9428576.515938021,1.0916859802888984E7,94285.79684908403,2381284
2,101013282743,0,9465515.287060192,1.0988179128374418E7,239035693,9465515.287060192,1.0988179128374418E7,94655.17350778474,2390359
3,115712764499,0,7486462.913151526,8504164.546979189,216569830,7486462.913151526,8504164.546979189,74864.67442291806,2165700
4,115049133029,0,7569456.710121281,8618242.321855463,217714858,7569456.710121281,8618242.321855463,75694.58229971747,2177150
5,103091378618,0,9190430.63252403,1.0612106066687586E7,236863541,9190430.63252403,1.0612106066687586E7,91904.30850659734,2368636
6,101204756687,0,9545235.89229762,1.1090414875785107E7,241505819,9545235.89229762,1.1090414875785107E7,95452.36324487216,2415060
7,101488187408,0,9421754.042723458,1.0952847290701546E7,239049185,9421754.042723458,1.0952847290701546E7,94217.58181917168,2390494
8,114313006000,0,7523035.375344779,8538849.823599972,214995197,7523035.375344779,8538849.823599972,75230.3498055219,2149952
9,115885484239,0,7464863.383716787,8489539.899770219,216267327,7464863.383716787,8489539.899770219,74648.69930190736,2162676
