SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,5231323760,0,7646248.222266404,8752785.047853803,10000000,7646248.222266404,8752785.047853803,76463.52211266689,100002
1,5990581198,0,6677148.456539459,7949725.817861845,10000000,6677148.456539459,7949725.817861845,66772.55142604836,100002
2,5380768516,0,7433882.33131715,8726187.595065637,10000000,7433882.33131715,8726187.595065637,74339.25007248293,100001
3,5345745866,0,7482585.405791155,8697939.478621162,10000000,7482585.405791155,8697939.478621162,74826.38306164772,100001
4,5460249252,0,7325672.905014117,8732508.592083305,10000000,7325672.905014117,8732508.592083305,73257.89936867873,100002
5,4843574578,0,8258363.602303968,1.0152891159470638E7,10000000,8258363.602303968,1.0152891159470638E7,82583.67016981296,100001
6,5226451840,0,7653375.793854058,8773271.20963028,10000000,7653375.793854058,8773271.20963028,76533.6683725965,100001
7,4825660965,0,8289019.947757561,9845078.690858684,10000000,8289019.947757561,9845078.690858684,82891.09734731691,100002
8,5724357149,0,6987684.199087348,8608202.826199528,10000000,6987684.199087348,8608202.826199528,69877.26146299852,100001
9,5648788598,0,7081164.271957766,8660897.211577006,10000000,7081164.271957766,8660897.211577006,70810.1285268605,100002
10,5603666534,0,7138183.501338233,8779126.02603377,10000000,7138183.501338233,8779126.02603377,71382.96650269495,100002
11,5035719181,0,7943254.689602598,9601769.00687758,10000000,7943254.689602598,9601769.00687758,79432.7136112777,100001
