SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,102168164659,0,9503956.376635022,1.1191335362749632E7,242750445,9503956.376635022,1.1191335362749632E7,95039.60226748821,2427506
1,102945894566,0,9230969.14166651,1.0842337301979488E7,237572594,9230969.14166651,1.0842337301979488E7,92309.7198519777,2375728
2,101541167965,0,9635466.00465775,1.1188809973634575E7,244599118,9635466.00465775,1.1188809973634575E7,96354.70090355219,2445993
3,101997416536,0,9484180.451360447,1.118079264997841E7,241840476,9484180.451360447,1.118079264997841E7,94841.83875988254,2418407
4,99578740874,0,9255029.49636744,1.0804382060937127E7,230401046,9255029.49636744,1.0804382060937127E7,92550.3113376032,2304012
5,102992690767,0,9369475.53087129,1.0984394577231815E7,241246874,9369475.53087129,1.0984394577231815E7,93694.83000284286,2412471
6,101074212941,0,9415034.045879606,1.1003688378266282E7,237904289,9415034.045879606,1.1003688378266282E7,94150.37335633312,2379045
7,101331197873,0,9451921.186211515,1.1147189847907485E7,239443624,9451921.186211515,1.1147189847907485E7,94519.22472340765,2394438
8,100917093579,0,9578033.271869203,1.1081929455779461E7,241646820,9578033.271869203,1.1081929455779461E7,95780.42224457585,2416471
9,101075068685,0,9691661.304261621,1.115656913388056E7,244896333,9691661.304261621,1.115656913388056E7,96916.58559114567,2448964
