SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,113265874194,0,7440748.045227593,8479864.215758266,210695708,7440748.045227593,8479864.215758266,74407.52325597576,2106959
1,110101865578,0,8787086.639459413,1.0252286066899857E7,241868658,8787086.639459413,1.0252286066899857E7,87870.88710359506,2418688
2,99076163689,0,1.0317746488538042E7,1.2328453455833582E7,255560685,1.0317746488538042E7,1.2328453455833582E7,103177.52244488774,2555609
3,105676189826,0,8712084.997726573,1.0073544333872706E7,230164987,8712084.997726573,1.0073544333872706E7,87120.92689698219,2301653
4,107263489427,0,8774480.720586076,1.0213379172596106E7,235295355,8774480.720586076,1.0213379172596106E7,87744.89608177972,2352957
5,107171561866,0,9117031.150686057,1.0740202734206198E7,244271617,9117031.150686057,1.0740202734206198E7,91170.34126015614,2442718
6,106213738373,0,9319104.921474224,1.0882387640277993E7,247454243,9319104.921474224,1.0882387640277993E7,93191.1122316417,2474545
7,102074892105,0,9794260.7372203,1.167573904487449E7,249937027,9794260.7372203,1.167573904487449E7,97942.60750425399,2499372
8,112108753126,0,8492888.320057364,9924035.249769855,238031780,8492888.320057364,9924035.249769855,84928.94909076518,2380320
9,110275073160,0,8676649.405725047,9990416.626741441,239204537,8676649.405725047,9990416.626741441,86766.55685319807,2392048
