SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,25042238787,0,1597301.2772629943,1624724.427570413,10000000,1597301.2772629943,1624724.427570413,15973.323193200957,100002
1,24612835569,0,1625168.294317954,1656045.4519688755,10000000,1625168.294317954,1656045.4519688755,16251.97626305371,100002
2,25406718324,0,1574386.7228305012,1597906.7379548054,10000000,1574386.7228305012,1597906.7379548054,15744.144533570607,100002
3,21936771398,0,1823422.3840089268,1861318.4690706239,10000000,1823422.3840089268,1861318.4690706239,18234.534825350383,100002
4,24231326680,0,1650755.6737706447,1678451.5262661062,10000000,1650755.6737706447,1678451.5262661062,16507.86285190205,100002
5,25881664849,0,1545495.6330425357,1573797.8683113176,10000000,1545495.6330425357,1573797.8683113176,15455.245232135667,100002
6,24496018904,0,1632918.4002004638,1658061.5147659823,10000000,1632918.4002004638,1658061.5147659823,16329.328201424341,100001
7,21505805480,0,1859962.8847754276,1899802.1606491103,10000000,1859962.8847754276,1899802.1606491103,18599.983985510877,100002
8,24725324217,0,1617774.5395345648,1642136.3927260933,10000000,1617774.5395345648,1642136.3927260933,16178.037975851237,100002
9,22299195812,0,1793786.6610631116,1824100.5736588447,10000000,1793786.6610631116,1824100.5736588447,17938.180743721772,100002
10,24722265094,0,1617974.7222962936,1647108.6408922102,10000000,1617974.7222962936,1647108.6408922102,16180.211016253414,100003
11,24043002948,0,1663685.6921122398,1693077.7086469422,10000000,1663685.6921122398,1693077.7086469422,16637.159621005223,100002
