SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,109409140310,0,8553984.478337593,9795355.075710898,233971022,8553984.478337593,9795355.075710898,85539.93528923234,2339713
1,107916013340,0,8361111.201886435,9609780.8847021,225574447,8361111.201886435,9609780.8847021,83611.17475625529,2255747
2,109952506187,0,8521707.348866072,9924204.296337541,234245770,8521707.348866072,9924204.296337541,85217.1032970049,2342459
3,109672874288,0,8746569.561776852,1.0109396348609958E7,239815356,8746569.561776852,1.0109396348609958E7,87465.75417811715,2398156
4,110246924232,0,8484172.87389961,9741855.718545439,233838491,8484172.87389961,9741855.718545439,84841.75775821759,2338386
5,109458765893,0,8607695.403043585,9907239.106412372,235546929,8607695.403043585,9907239.106412372,86077.00520439095,2355471
6,111430285011,0,8447205.173235273,9798404.378725436,235318620,8447205.173235273,9798404.378725436,84472.12649724421,2353189
7,101302363716,0,9960846.39079973,1.1751344309877858E7,252264321,9960846.39079973,1.1751344309877858E7,99608.50238313436,2522645
8,104855923277,0,9485328.219108462,1.1039062097717354E7,248648212,9485328.219108462,1.1039062097717354E7,94853.31738054201,2486484
9,113847979816,0,8153674.377887742,9292465.23559514,232069839,8153674.377887742,9292465.23559514,81536.77560332454,2320700
10,105806707928,0,9228295.588446409,1.080231290936412E7,244103894,9228295.588446409,1.080231290936412E7,92283.0297353709,2441042
11,106276472150,0,9142054.043990958,1.0844583310296165E7,242896313,9142054.043990958,1.0844583310296165E7,91420.57962066759,2428965
