SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,111679448639,0,8320349.959853817,9554605.64886526,232303024,8320349.959853817,9554605.64886526,83203.540853173,2323032
1,105821935866,0,9234658.769023506,1.077683300448232E7,244307367,9234658.769023506,1.077683300448232E7,92346.66965844869,2443076
2,114464491483,0,7767712.10425594,8891697.20179881,222281804,7767712.10425594,8891697.20179881,77677.20179265048,2222821
3,108808283465,0,8041503.4236015,9292920.409289364,218745546,8041503.4236015,9292920.409289364,80415.09333250046,2187458
4,110138651406,0,8712366.38319439,1.0117561606975751E7,239892071,8712366.38319439,1.0117561606975751E7,87123.70230806862,2398922
5,112114496667,0,7760886.110779903,8874835.82539692,217526960,7760886.110779903,8874835.82539692,77608.9726491556,2175273
6,110104963324,0,8616940.411742488,9980192.797306532,237191977,8616940.411742488,9980192.797306532,86169.47424333057,2371922
7,111096636407,0,8305122.079662388,9596230.482083162,230667782,8305122.079662388,9596230.482083162,83051.27395880752,2306680
8,110007492864,0,8537567.065191723,9900572.881264644,234799087,8537567.065191723,9900572.881264644,85375.7634900547,2347994
9,108483664748,0,8830891.270362083,1.0233852374081507E7,239501862,8830891.270362083,1.0233852374081507E7,88309.00599783313,2395022
10,109496173674,0,8778879.039754527,1.016088215467467E7,240313416,8778879.039754527,1.016088215467467E7,87788.88910484152,2403137
11,109053538821,0,8626004.714473823,9988843.54317565,235174085,8626004.714473823,9988843.54317565,86260.07725616347,2351742
