SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,5219721120,0,7663244.660090193,8842415.866697688,10000000,7663244.660090193,8842415.866697688,76633.391915995,100002
1,5490972554,0,7284684.0166522525,8732814.157678135,10000000,7284684.0166522525,8732814.157678135,72846.91014385555,100001
2,4767166298,0,8390728.89418216,9578438.895731952,10000000,8390728.89418216,9578438.895731952,83908.48972180123,100002
3,5649565152,0,7080190.9392689485,7958029.072955006,10000000,7080190.9392689485,7958029.072955006,70803.76765848749,100003
4,5413262487,0,7389259.267597012,8580724.065518385,10000000,7389259.267597012,8580724.065518385,73893.67914100776,100002
5,4762848771,0,8398335.09800935,9667965.063498234,10000000,8398335.09800935,9667965.063498234,83982.4222248161,100001
6,5382008579,0,7432169.498219598,8812561.511541653,10000000,7432169.498219598,8812561.511541653,74321.13438442779,100002
7,5181344344,0,7720004.181216025,8895288.109736767,10000000,7720004.181216025,8895288.109736767,77201.308869286,100002
8,5914208461,0,6763373.368350399,8168645.374347382,10000000,6763373.368350399,8168645.374347382,67634.68235983377,100002
9,5328421622,0,7506913.460985877,8505312.607710615,10000000,7506913.460985877,8505312.607710615,75070.99835465541,100003
