SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,220696985571,0,404109.3165330445,407563.8395023474,22296427,404109.3165330445,407563.8395023474,4041.123381135338,222966
1,221416597772,0,393610.6546526527,396915.4298168829,21787983,393610.6546526527,396915.4298168829,3936.145511997579,217882
2,221005654880,0,393952.8698814261,397129.55263980245,21766453,393952.8698814261,397129.55263980245,3939.5727210258433,217667
3,222130471148,0,402740.80155529117,406260.2433867191,22365251,402740.80155529117,406260.2433867191,4027.434507473537,223654
4,223396422271,0,390975.5362780413,394267.60142201313,21835634,390975.5362780413,394267.60142201313,3909.7845473095203,218358
5,223370953735,0,384425.1661380856,387597.90243398026,21467354,384425.1661380856,387597.90243398026,3844.277352326492,214675
6,222242526909,0,403449.13841226196,406867.61817112804,22415889,403449.13841226196,406867.61817112804,4034.528809124468,224161
7,221092026983,0,387907.556732448,391018.1598123076,21440817,387907.556732448,391018.1598123076,3879.108253238355,214410
8,220346481182,0,415437.7937371749,419172.0222444191,22885064,415437.7937371749,419172.0222444191,4154.420180412882,228853
9,223712945856,0,387975.77702932095,391081.0001150081,21698801,387975.77702932095,391081.0001150081,3879.7749491013687,216989
