SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,101886150476,0,9265174.310637677,1.0939966730940262E7,235998236,9265174.310637677,1.0939966730940262E7,92651.76070692608,2359984
1,102127661214,0,9250745.90732417,1.0938417968387606E7,236189261,9250745.90732417,1.0938417968387606E7,92507.49935697546,2361895
2,103218411576,0,9160384.13654342,1.0807194050867975E7,236380075,9160384.13654342,1.0807194050867975E7,91603.86447542507,2363803
3,103890699949,0,9141629.967516083,1.0834332335526574E7,237432584,9141629.967516083,1.0834332335526574E7,91416.3047785742,2374327
4,103445792319,0,9125718.415775634,1.0761735358741567E7,236004293,9125718.415775634,1.0761735358741567E7,91257.18498383876,2360044
5,101280860169,0,9185982.48916497,1.0865585062140673E7,232591052,9185982.48916497,1.0865585062140673E7,91859.89880934302,2325913
6,105712813386,0,8695426.094125085,1.0395642807608513E7,229804489,8695426.094125085,1.0395642807608513E7,86954.35928939974,2298048
7,103160290821,0,9188081.038319934,1.0825374735566124E7,236961278,9188081.038319934,1.0825374735566124E7,91880.85508450057,2369615
8,106452105911,0,8697121.05812208,1.0390808125715295E7,231456713,8697121.05812208,1.0390808125715295E7,86971.20525704072,2314568
9,103720972926,0,9056915.930302849,1.0685538966005852E7,234848033,9056915.930302849,1.0685538966005852E7,90569.16229080988,2348481
10,102274053297,0,9260541.197576469,1.0972263075022057E7,236778271,9260541.197576469,1.0972263075022057E7,92605.44099249665,2367784
11,102713451072,0,9188571.41055871,1.0738432392513968E7,235947470,9188571.41055871,1.0738432392513968E7,91885.74597603265,2359476
