SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,109486990305,0,8739853.03034036,1.0242101220907392E7,239225051,8739853.03034036,1.0242101220907392E7,87398.61672545297,2392253
1,102961163128,0,9691247.240083335,1.1498254721506335E7,249455522,9691247.240083335,1.1498254721506335E7,96912.5279087144,2494557
2,110504756324,0,8433312.221128354,9785573.769619916,232980278,8433312.221128354,9785573.769619916,84333.19142152385,2329805
3,109127238058,0,8647387.332376648,1.013475229125271E7,235916374,8647387.332376648,1.013475229125271E7,86473.95061911814,2359166
4,104971778129,0,8630276.557635276,1.0059803004573243E7,226483869,8630276.557635276,1.0059803004573243E7,86302.83687906894,2264841
5,111450585347,0,8295489.280038011,9642131.170892052,231134284,8295489.280038011,9642131.170892052,82954.99464117088,2311346
6,103132193382,0,9480789.266047494,1.1304733160815438E7,244443648,9480789.266047494,1.1304733160815438E7,94807.98481628775,2444439
7,109867559877,0,8631743.064665351,1.005474201468552E7,237087137,8631743.064665351,1.005474201468552E7,86317.51627205143,2370874
8,110578080198,0,8541917.15309852,1.0062776110055136E7,236137200,8541917.15309852,1.0062776110055136E7,85419.20236669248,2361373
9,105267816289,0,9418421.080172084,1.1107727382630805E7,247864155,9418421.080172084,1.1107727382630805E7,94184.29580583269,2478644
10,107016851562,0,8925024.442964934,1.0485330634097273E7,238782004,8925024.442964934,1.0485330634097273E7,89250.29747254356,2387822
11,110672998170,0,8479885.351605091,9866288.196886558,234623584,8479885.351605091,9866288.196886558,84798.92536453476,2346238
