SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,238806403460,0,9100.107737956885,9367.13713755544,543291,9100.107737956885,9367.13713755544,91.05171207913801,5436
1,238771137820,0,9280.602422184327,9558.188107098893,553985,9280.602422184327,9558.188107098893,92.84075086405223,5542
2,238695925278,0,11155.330770304596,11521.234724255377,665683,11155.330770304596,11521.234724255377,111.58845489268285,6659
3,238822183202,0,9330.037813595114,9600.417992805023,557055,9330.037813595114,9600.417992805023,93.33980200118582,5573
4,238697761151,0,11053.660441879458,11418.09173808579,659621,11053.660441879458,11418.09173808579,110.54865148825574,6597
5,238735434114,0,9897.282356802174,10208.664330158203,590708,9897.282356802174,10208.664330158203,99.02011195620351,5910
6,238721975780,0,10454.102484054098,10798.833163509951,623906,10454.102484054098,10798.833163509951,104.57244812704906,6241
7,238752902439,0,10361.189224210719,10709.495030771812,618441,10361.189224210719,10709.495030771812,103.65390228498158,6187
8,238682492788,0,10944.162554562234,11323.250325528215,653045,10944.162554562234,11323.250325528215,109.46626578855988,6532
9,238685022227,0,11068.495104344887,11433.563421801526,660471,11068.495104344887,11433.563421801526,110.70482394730438,6606
