SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,187839869653,0,2247792.5916842027,5410028.380062495,95441619,2034443.4475276833,5408969.77291698,203.44987797952172,9554,,21285.103513013088,4526388.677275042,95779
1,182315518115,0,2247718.554944481,4923144.660679092,93003419,2042385.9244122359,4921974.4807369,204.26126082589442,9310,,20523.92459883109,3917766.515575107,86243
2,188627891590,0,2161429.3480566856,5329966.752420865,92902452,1972129.0253753825,5328553.460712155,197.2136635754296,9300,1,23277.247494951836,4251006.996732429,97183
3,188949512939,0,2022208.1647172533,5486934.900450033,90195006,1911577.6610475108,5485942.646988979,191.1621695202071,9030,,39053.30134786199,4735407.751698815,102911
