SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,216158840279,0,871517.5448876488,4650544.330277133,42718671,791209.2967340711,4648640.628211798,79.14549219273029,4277,1,7574.718562986584,3184923.2346657924,38050
1,225372556556,0,735349.7773120826,4750594.717664288,35111316,623912.2196098482,4748571.369344209,62.40333198855472,3516,1,4869.718283144479,3498608.6788807036,41857
2,216720872415,0,856781.450802218,4869945.870788328,41813845,772475.1480301482,4868969.710184246,77.26066988627355,4186,,7258.3775480482645,4008176.3634572877,39027
3,219644159675,0,919709.3064590177,4715328.380218878,43172721,786955.8118720782,4714717.008025797,78.70912285556673,4322,,4999.286616631655,4133907.538461742,39841
4,216673782433,0,766775.4385079147,5117722.181304378,39949194,738277.8396341727,5116623.820305994,73.86218312269749,4001,,20389.295841664338,4252084.082343556,42169
5,221386969241,0,655618.3986392429,4820258.57779865,35430357,640913.1507895568,4819004.042635321,64.12301303228769,3549,,32243.795372040422,3953108.8311576117,42098
6,216361255009,0,873395.911584968,4794842.12641761,44389647,821382.2386665652,4794011.323697159,82.15887768649374,4444,,11994.677012118862,4007267.212230962,39176
7,219881531286,0,753402.5976421878,4789584.56234938,38654409,703903.9936404821,4787739.646319845,70.40153852377324,3870,2,10770.65245036269,3476175.8128571333,39463
8,219600774610,0,746997.2371443171,4965200.679476944,36779025,670637.1972573799,4964142.1000834955,67.08536103415253,3683,,6900.503859893455,4134680.2240779405,39087
9,218542936666,0,873510.1154292568,4833288.033980232,43442624,795880.9680764208,4832415.340070127,79.5999175166711,4349,,8346.424505552297,4055046.1338675115,40917
