SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,197732838515,0,1632956.9087029265,2766058.648081511,80712745,1632930.2225411893,2765975.9935475634,1632.917598765105,80722,1407535.475357855,2139515.3908027983,8237
1,196989506020,0,1613433.3306334086,2711096.9985933607,79447481,1613385.395096794,2710997.2106445017,1613.4133939614735,79458,1227834.3196271448,1951737.9120026364,7517
2,197304502499,0,1639933.411280265,2787029.794991671,80877573,1639821.5342381243,2786742.7977016997,1639.8479969962384,80889,992978.1380974088,1405112.2862222022,8470
3,198493380387,0,1609898.1295290051,2699134.161650933,79875681,1609794.157251036,2698894.2887425334,1609.8025064152594,79885,963474.2706795767,1403414.064773034,7690
4,197864287240,0,1644622.253574831,2798366.7491183863,81340010,1644521.022660926,2798073.676570487,1644.5483000016682,81351,1010761.0609902528,1353792.2395152627,7985
5,197656152930,0,1636505.0318902833,2775074.472429279,80856559,1636465.888894198,2774989.4851051234,1636.4652228270925,80866,1312293.1182428647,2108186.5374826826,7829
6,198041229027,0,1612368.7382235934,2708388.202297097,79817762,1612306.0918616483,2708141.76882799,1612.2981017860766,79827,1162220.2092359208,1420172.7217682037,8008
7,197589368282,0,1646363.990565407,2806370.025762323,81315388,1646319.6316096212,2806278.519048067,1646.3184812157322,81325,1306582.151817992,2134583.1090281517,8426
8,198315523397,0,1629872.7422589643,2755891.2911038026,80797744,1629842.1145426556,2755685.748283861,1629.8508458389317,80807,1369967.7615126437,1572080.062360747,8004
9,198098578829,0,1642496.9792492406,2794888.2838767604,81332704,1642431.3688835485,2794670.669178399,1642.429986807589,81342,1173322.4789693388,1570645.5128845698,8126
